0.000000000000000000e+00 1.294063110966305399e-02 3.049115325774092583e-02 -1.772675028742757425e-02 -1.618213096294495931e-02 -7.862355308323435051e-04 5.260814783812027377e-03 -3.065964487507774616e-03 -1.163238708570846344e-03 4.212790270508119921e-04
1.000000000000000056e-01 -5.041514176810606845e-02 -4.688779346973836332e-02 -1.093382733265101797e-03 -1.079263851247102418e-02 -2.542952601864999912e-02 -1.146430269969028054e-02 -9.866347253390776381e-03 -9.971049024699862873e-03 -8.137747917154675853e-03
2.000000000000000111e-01 -4.837713756731605586e-02 -4.655138625147563214e-02 -1.393139912014779158e-02 -2.294436204353344708e-02 -2.649894144024656298e-02 -6.761232645218563306e-03 -1.860065494203068728e-02 -1.636042567058881847e-02 -1.414123087838508805e-02
3.000000000000000444e-01 -1.979023212854824354e-01 -3.891765893760425199e-02 1.112921192331017481e-02 -3.420771377086878617e-02 -1.028349919277407598e-02 -9.013722365343529788e-03 -1.731090226991206446e-02 -2.010791983653969703e-02 -2.030657821434181734e-02
4.000000000000000222e-01 7.410277054605000913e-02 -6.632670446043249790e-02 -5.210944385576690707e-02 -9.296646880316642922e-03 5.671082369106635046e-03 -2.023337627278505579e-02 -2.291897727380235589e-02 -2.144057323982569499e-02 -2.072266559833667310e-02
5.000000000000000000e-01 5.751103196862350497e-02 6.774612358324817729e-02 -2.141927788145554096e-03 -1.626342396685127867e-02 -2.142927244333942688e-02 -1.751840866397571389e-02 -2.121331823893130367e-02 -2.235909121155795279e-02 -2.095970712196404753e-02
6.000000000000000888e-01 1.204573594409683590e-01 -1.248310515697226564e-01 2.313962677977297877e-02 -9.531770925895514945e-03 3.584044146175222739e-03 -9.715726479881080235e-03 -1.805313753013558856e-02 -2.130929159293889347e-02 -1.635528075267022458e-02
7.000000000000000666e-01 4.962121104418678458e-03 -2.920230050153158757e-02 -8.353802628226398436e-03 -2.632874278519468231e-02 -3.062411483673548040e-02 -2.307848010256279697e-02 -9.441879060304077947e-03 -1.286220751036248888e-02 -1.231003335704155752e-02
8.000000000000000444e-01 -1.662826515804537164e-02 -3.305303421321463542e-02 4.262349207857546451e-02 1.489210094149922420e-02 9.166534752814470971e-03 -5.456637797219644759e-03 -5.863818031628957941e-03 -7.918079915767182314e-03 -5.839842375623779079e-03
9.000000000000000222e-01 1.149087153755602025e-01 -3.876210518596201471e-02 -3.244077223166113785e-03 -2.560264748347980748e-02 2.203666353975258785e-02 7.282756002923702551e-03 3.639668697431259863e-03 2.779877609721396244e-03 4.953152079623241756e-03
